country,director,genre,name,score,star,writer,success
USA,Michael Caton-Jones,Adventure,Rob Roy,6.9,Liam Neeson,Alan Sharp,Average
USA,Jerry Zucker,Action,First Knight,5.9,Sean Connery,Lorne Cameron,Flop
USA,Renny Harlin,Action,Cutthroat Island,5.6,Geena Davis,Michael Frost Beckner,Flop
USA,Ernest R. Dickerson,Action,Tales from the Crypt: Demon Knight,6.7,Billy Zane,Ethan Reiff,Average
USA,Irwin Winkler,Action,The Net,5.9,Sandra Bullock,John Brancato,Flop
USA,Albert Hughes,Action,Dead Presidents,6.8,Larenz Tate,Allen Hughes,Average
USA,Frank Oz,Drama,The Indian in the Cupboard,5.9,Hal Scardino,Lynne Reid Banks,Flop
USA,Stephen Herek,Drama,Mr. Holland's Opus,7.3,Richard Dreyfuss,Patrick Sheane Duncan,Hit
USA,Roland JoffÃ©,Drama,The Scarlet Letter,5.2,Demi Moore,Nathaniel Hawthorne,Flop
USA,Wes Craven,Comedy,Vampire in Brooklyn,4.5,Eddie Murphy,Eddie Murphy,Flop
USA,Simon Wells,Animation,Balto,7.1,Kevin Bacon,Cliff Ruby,Hit
USA,Michael Gottlieb,Adventure,A Kid in King Arthur's Court,4.8,Thomas Ian Nicholas,Michael Part,Flop
USA,Gregory Widen,Action,The Prophecy,6.6,Christopher Walken,Gregory Widen,Average
USA,Charles Shyer,Comedy,Father of the Bride Part II,5.9,Steve Martin,Albert Hackett,Flop
USA,Todd Solondz,Comedy,Welcome to the Dollhouse,7.4,Heather Matarazzo,Todd Solondz,Hit
USA,Walter Hill,Action,Wild Bill,5.9,Jeff Bridges,Peter Dexter,Flop
USA,Melanie Mayron,Comedy,The Baby-Sitters Club,5.7,Schuyler Fisk,Ann M. Martin,Flop
USA,Brett Leonard,Action,Virtuosity,5.6,Denzel Washington,Eric Bernt,Flop
USA,Oliver Stone,Biography,Nixon,7.1,Anthony Hopkins,Stephen J. Rivele,Hit
USA,William Friedkin,Crime,Jade,5.2,David Caruso,Joe Eszterhas,Flop
USA,Holly Goldberg Sloan,Comedy,The Big Green,5.5,Steve Guttenberg,Holly Goldberg Sloan,Flop
USA,Clive Barker,Horror,Lord of Illusions,6,Scott Bakula,Clive Barker,Average
USA,Arne Glimcher,Action,Just Cause,6.4,Sean Connery,John Katzenbach,Average
USA,Jocelyn Moorhouse,Comedy,How to Make an American Quilt,6.2,Winona Ryder,Whitney Otto,Average
USA,Stacy Title,Comedy,The Last Supper,6.8,Cameron Diaz,Dan Rosen,Average
USA,Oliver Parker,Drama,Othello,6.9,Laurence Fishburne,Oliver Parker,Average
USA,Lasse HallstrÃ¶m,Comedy,Something to Talk About,5.7,Julia Roberts,Callie Khouri,Flop
USA,Forest Whitaker,Comedy,Waiting to Exhale,5.7,Whitney Houston,Terry McMillan,Flop
USA,Marc Rocco,Drama,Murder in the First,7.3,Christian Slater,Dan Gordon,Hit
USA,Peter Hyams,Action,Sudden Death,5.7,Jean-Claude Van Damme,Karen Elise Baldwin,Flop
USA,Chris Columbus,Comedy,Nine Months,5.4,Hugh Grant,Patrick BraoudÃ©,Flop
USA,Spike Lee,Crime,Clockers,6.9,Harvey Keitel,Richard Price,Average
USA,Simon Wincer,Action,Operation Dumbo Drop,5,Danny Glover,James Morris,Flop
USA,James Orr,Comedy,Man of the House,5,Chevy Chase,David E. Peckinpah,Flop
USA,Gary Fleder,Crime,Things to Do in Denver When You're Dead,6.8,Andy Garcia,Scott Rosenberg,Average
USA,Michael Moore,Comedy,Canadian Bacon,5.9,John Candy,Michael Moore,Flop
USA,Gregory Nava,Drama,My Family,7.3,Jimmy Smits,Gregory Nava,Hit
USA,Peter Hewitt,Adventure,Tom and Huck,5.6,Jonathan Taylor Thomas,Mark Twain,Flop
USA,Gregg Araki,Action,The Doom Generation,6,James Duval,Gregg Araki,Average
USA,Tom DiCillo,Comedy,Living in Oblivion,7.6,Steve Buscemi,Tom DiCillo,Hit
USA,Carl Franklin,Crime,Devil in a Blue Dress,6.7,Denzel Washington,Walter Mosley,Average
USA,Sean Penn,Drama,The Crossing Guard,6.3,Jack Nicholson,Sean Penn,Average
USA,Joseph Ruben,Action,Money Train,5.6,Wesley Snipes,Doug Richardson,Flop
USA,Zalman King,Drama,Delta of Venus,4.5,Audie England,AnaÃ¯s Nin,Flop
USA,John Badham,Action,Nick of Time,6.3,Johnny Depp,Patrick Sheane Duncan,Average
USA,Jodie Foster,Comedy,Home for the Holidays,6.6,Holly Hunter,Chris Radant,Average
USA,Barbet Schroeder,Action,Kiss of Death,5.9,David Caruso,Eleazar Lipsky,Flop
USA,Rusty Cundieff,Crime,Tales from the Hood,6.2,Clarence Williams III,Rusty Cundieff,Average
USA,Stephen Gyllenhaal,Drama,Losing Isaiah,6.4,Jessica Lange,Seth Margolis,Average
USA,Herbert Ross,Comedy,Boys on the Side,6.4,Whoopi Goldberg,Don Roos,Average
USA,Jeremiah S. Chechik,Adventure,Tall Tale,5.9,Patrick Swayze,Steve Bloom,Flop
USA,Preston A. Whitmore II,Drama,The Walking Dead,4.8,Allen Payne,Preston A. Whitmore II,Flop
USA,Greg Beeman,Adventure,Bushwhacked,5.5,Daniel Stern,John Jordan,Flop
USA,Edward Burns,Comedy,The Brothers McMullen,6.6,Jack Mulcahy,Edward Burns,Average
USA,Sam Weisman,Comedy,Bye Bye Love,6.1,Matthew Modine,Gary David Goldberg,Average
USA,Andrew Sipes,Action,Fair Game,4.1,William Baldwin,Paula Gosling,Flop
USA,Tab Murphy,Adventure,Last of the Dogmen,6.9,Tom Berenger,Tab Murphy,Average
USA,Peter Horton,Drama,The Cure,7.7,Joseph Mazzello,Robert Kuhn,Hit
USA,Sang-ok Shin,Comedy,3 Ninjas Knuckle Up,4.1,Victor Wong,Alex S. Kim,Flop
USA,James Mangold,Drama,Heavy,7,Pruitt Taylor Vince,James Mangold,Hit
USA,Maria Maggenti,Comedy,The Incredibly True Adventure of Two Girls in Love,6.5,Laurel Holloman,Maria Maggenti,Average
USA,Billy Crystal,Comedy,Forget Paris,6.4,Billy Crystal,Billy Crystal,Average
USA,Carlo Carlei,Drama,Fluke,6.7,Matthew Modine,James Herbert,Average
USA,Bill Condon,Horror,Candyman: Farewell to the Flesh,5.2,Tony Todd,Clive Barker,Flop
USA,Michael Hoffman,Biography,Restoration,6.7,Robert Downey Jr.,Rose Tremain,Average
USA,David Frankel,Comedy,Miami Rhapsody,5.4,Sarah Jessica Parker,David Frankel,Flop
USA,Abel Ferrara,Horror,The Addiction,6.4,Lili Taylor,Nicholas St. John,Average
USA,Paul Auster,Comedy,Blue in the Face,6.7,Harvey Keitel,Paul Auster,Average
USA,J.F. Lawton,Action,The Hunted,5.9,Christopher Lambert,J.F. Lawton,Flop
USA,Randall Miller,Comedy,Houseguest,5.9,Sinbad,Michael J. Di Gaetano,Flop
USA,Brett Leonard,Fantasy,Hideaway,5.3,Jeff Goldblum,Dean R. Koontz,Flop
USA,John Fortenberry,Comedy,Jury Duty,4.1,Pauly Shore,Barbara Williams,Flop
USA,Peter Hall,Crime,Never Talk to Strangers,5.1,Rebecca De Mornay,Lewis A. Green,Flop
USA,Antonia Bird,Drama,Mad Love,5.3,Chris O'Donnell,Paula Milne,Flop
USA,James Ivory,Biography,Jefferson in Paris,5.7,Nick Nolte,Ruth Prawer Jhabvala,Flop
USA,Damian Harris,Crime,Bad Company,5.4,Ellen Barkin,Ross Thomas,Flop
USA,Nick Gomez,Crime,New Jersey Drive,6.7,Shar-Ron Corley,Nick Gomez,Average
USA,Daisy von Scherler Mayer,Comedy,Party Girl,6.6,Parker Posey,Harry Birckmayer,Average
USA,Christopher Ashley,Comedy,Jeffrey,6.7,Steven Weber,Paul Rudnick,Average
USA,Christopher Cain,Family,The Amazing Panda Adventure,5.8,Stephen Lang,John Wilcox,Flop
USA,Mark Jones,Comedy,Rumpelstiltskin,4.4,Max GrodÃ©nchik,Mark Jones,Flop
USA,Steven Soderbergh,Crime,The Underneath,6.2,Peter Gallagher,Don Tracy,Average
USA,Phillip Borsos,Adventure,Far from Home: The Adventures of Yellow Dog,6.4,Jesse Bradford,Phillip Borsos,Average
USA,Ulu Grosbard,Drama,Georgia,6.5,Jennifer Jason Leigh,Barbara Turner,Average
USA,John Gray,Adventure,Born to Be Wild,5.1,Wil Horneff,Paul Young,Flop
USA,Martha Coolidge,Drama,Three Wishes,6.2,Patrick Swayze,Clifford Green,Average
USA,James Melkonian,Comedy,The Jerky Boys,4.6,John G. Brennan,James Melkonian,Flop
USA,Mira Nair,Comedy,The Perez Family,6.1,Marisa Tomei,Christine Bell,Average
USA,Aaron Norris,Action,Top Dog,4.1,Chuck Norris,Aaron Norris,Flop
USA,James Foley,Drama,Two Bits,6.3,Al Pacino,Joseph Stefano,Average
USA,Charles Matthau,Drama,The Grass Harp,7.2,Piper Laurie,Truman Capote,Hit
USA,Mark Lewis,Comedy,Gordy,3.9,Kristy Young,Jay Sommers,Flop
USA,Tim Metcalfe,Biography,Killer: A Journal of Murder,6.4,James Woods,Thomas E. Gaddis,Average
USA,Hal Hartley,Drama,Flirt,6.3,Paul Austin,Hal Hartley,Average
USA,Jack Baran,Crime,Destiny Turns on the Radio,4.5,Dylan McDermott,Robert Ramsey,Flop
USA,Peter Yates,Comedy,Roommates,6.4,Peter Falk,Max Apple,Average
USA,Diane Keaton,Comedy,Unstrung Heroes,6.7,Andie MacDowell,Franz Lidz,Average
USA,Michael Ritchie,Musical,The Fantasticks,5.8,Joel Grey,Tom Jones,Flop
USA,David Madden,Drama,Separate Lives,5,Jim Belushi,Steven Pressfield,Flop
USA,Jan de Bont,Action,Twister,6.3,Helen Hunt,Michael Crichton,Average
USA,Joel Coen,Crime,Fargo,8.1,William H. Macy,Ethan Coen,Hit
USA,Wes Craven,Horror,Scream,7.2,Neve Campbell,Kevin Williamson,Hit
USA,Robert Rodriguez,Action,From Dusk Till Dawn,7.3,Harvey Keitel,Robert Kurtzman,Hit
USA,Roland Emmerich,Action,Independence Day,7,Will Smith,Dean Devlin,Hit
USA,Baz Luhrmann,Drama,Romeo + Juliet,6.8,Leonardo DiCaprio,William Shakespeare,Average
USA,Danny DeVito,Comedy,Matilda,6.8,Danny DeVito,Roald Dahl,Average
USA,Dennis Dugan,Comedy,Happy Gilmore,7,Adam Sandler,Tim Herlihy,Hit
USA,Mira Nair,Crime,Kama Sutra: A Tale of Love,6,Naveen Andrews,Helena Kriel,Average
USA,Barry Levinson,Crime,Sleepers,7.6,Robert De Niro,Lorenzo Carcaterra,Hit
USA,Anthony Minghella,Drama,The English Patient,7.4,Ralph Fiennes,Michael Ondaatje,Hit
USA,Cameron Crowe,Comedy,Jerry Maguire,7.3,Tom Cruise,Cameron Crowe,Hit
USA,Andrew Fleming,Drama,The Craft,6.3,Robin Tunney,Peter Filardi,Average
USA,Brian De Palma,Action,Mission: Impossible,7.1,Tom Cruise,Bruce Geller,Hit
USA,Gregory Hoblit,Crime,Primal Fear,7.7,Richard Gere,William Diehl,Hit
USA,Joe Pytka,Animation,Space Jam,6.3,Michael Jordan,Leo Benvenuti,Average
USA,Michael Bay,Action,The Rock,7.4,Sean Connery,David Weisberg,Hit
USA,James Foley,Drama,Fear,6.2,Mark Wahlberg,Christopher Crowe,Average
USA,Joel Schumacher,Crime,A Time to Kill,7.4,Matthew McConaughey,John Grisham,Hit
USA,Tim Burton,Comedy,Mars Attacks!,6.3,Jack Nicholson,Len Brown,Average
USA,Kevin Yagher,Horror,Hellraiser: Bloodline,5.1,Bruce Ramsay,Peter Atkins,Flop
USA,Milos Forman,Biography,The People vs. Larry Flynt,7.3,Woody Harrelson,Scott Alexander,Hit
USA,Mike Nichols,Comedy,The Birdcage,7,Robin Williams,Jean Poiret,Hit
USA,John Frankenheimer,Horror,The Island of Dr. Moreau,4.4,David Thewlis,H.G. Wells,Flop
USA,Gary Trousdale,Animation,The Hunchback of Notre Dame,6.9,Demi Moore,Tab Murphy,Average
USA,Nicholas Hytner,Drama,The Crucible,6.8,Daniel Day-Lewis,Arthur Miller,Average
USA,Tom Hanks,Comedy,That Thing You Do!,6.9,Tom Hanks,Tom Hanks,Average
USA,Billy Bob Thornton,Drama,Sling Blade,8,Billy Bob Thornton,Billy Bob Thornton,Hit
USA,Jonathan Frakes,Action,First Contact,7.6,Patrick Stewart,Gene Roddenberry,Hit
USA,Stuart Baird,Action,Executive Decision,6.4,Kurt Russell,Jim Thomas,Average
USA,Ron Shelton,Comedy,Tin Cup,6.3,Kevin Costner,John Norville,Average
USA,Wes Anderson,Comedy,Bottle Rocket,7.1,Luke Wilson,Owen Wilson,Hit
USA,Jason Bloom,Comedy,Bio-Dome,4.4,Pauly Shore,Adam Leff,Flop
USA,Stephen Herek,Adventure,101 Dalmatians,5.7,Glenn Close,Dodie Smith,Flop
USA,Paris Barclay,Comedy,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.6,Shawn Wayans,Shawn Wayans,Average
USA,Bobby Farrelly,Comedy,Kingpin,6.9,Woody Harrelson,Barry Fanaro,Average
USA,Lana Wachowski,Crime,Bound,7.4,Jennifer Tilly,Lilly Wachowski,Hit
USA,Andrew Bergman,Comedy,Striptease,4.3,Demi Moore,Carl Hiaasen,Flop
USA,Hugh Wilson,Comedy,The First Wives Club,6.2,Goldie Hawn,Olivia Goldsmith,Average
USA,Tom Holland,Fantasy,Thinner,5.7,Joe Mantegna,Stephen King,Flop
USA,Rob Cohen,Action,DragonHeart,6.4,Dennis Quaid,Patrick Read Johnson,Average
USA,Tom Shadyac,Comedy,The Nutty Professor,5.6,Eddie Murphy,Jerry Lewis,Flop
USA,Doug Liman,Comedy,Swingers,7.3,Vince Vaughn,Jon Favreau,Hit
USA,Ben Stiller,Comedy,The Cable Guy,6.1,Jim Carrey,Lou Holtz Jr.,Average
USA,Ted Demme,Comedy,Beautiful Girls,7.2,Matt Dillon,Scott Rosenberg,Hit
USA,John Carpenter,Action,Escape from L.A.,5.7,Kurt Russell,John Carpenter,Flop
USA,Renny Harlin,Action,The Long Kiss Goodnight,6.7,Geena Davis,Shane Black,Average
USA,Nora Ephron,Comedy,Michael,5.7,John Travolta,Peter Dexter,Flop
USA,Francis Ford Coppola,Comedy,Jack,5.8,Robin Williams,James DeMonaco,Flop
USA,Chuck Russell,Action,Eraser,6.1,Arnold Schwarzenegger,Tony Puryear,Average
USA,John Herzfeld,Comedy,2 Days in the Valley,6.5,Teri Hatcher,John Herzfeld,Average
USA,John Woo,Action,Broken Arrow,6,John Travolta,Graham Yost,Average
USA,Harold Ramis,Comedy,Multiplicity,6,Michael Keaton,Chris Miller,Average
USA,F. Gary Gray,Action,Set It Off,6.8,Jada Pinkett Smith,Takashi Bufford,Average
USA,David Twohy,Sci-Fi,The Arrival,6.3,Charlie Sheen,David Twohy,Average
USA,Campbell Scott,Drama,Big Night,7.3,Tony Shalhoub,Stanley Tucci,Hit
USA,Robert Lieberman,Action,D3: The Mighty Ducks,5.3,Emilio Estevez,Steven Brill,Flop
USA,Brian Levant,Comedy,Jingle All the Way,5.5,Arnold Schwarzenegger,Randy Kornfield,Flop
USA,David S. Ward,Comedy,Down Periscope,6,Kelsey Grammer,Hugh Wilson,Average
USA,Ron Howard,Action,Ransom,6.6,Mel Gibson,Cyril Hume,Average
USA,Alan Parker,Biography,Evita,6.3,Madonna,Tim Rice,Average
USA,Walter Hill,Action,Last Man Standing,6.4,Bruce Willis,RyÃ»zÃ´ Kikushima,Average
USA,Jon Turteltaub,Drama,Phenomenon,6.4,John Travolta,Gerald Di Pego,Average
USA,Jerry Zaks,Drama,Marvin's Room,6.7,Meryl Streep,Scott McPherson,Average
USA,Michael Hoffman,Comedy,One Fine Day,6.5,Michelle Pfeiffer,Terrel Seltzer,Average
USA,Edward Zwick,Action,Courage Under Fire,6.6,Denzel Washington,Patrick Sheane Duncan,Average
USA,Woody Allen,Comedy,Everyone Says I Love You,6.8,Woody Allen,Woody Allen,Average
USA,Paul Thomas Anderson,Crime,Hard Eight,7.3,Philip Baker Hall,Paul Thomas Anderson,Hit
USA,Rob Cohen,Action,Daylight,5.8,Sylvester Stallone,Leslie Bohem,Flop
USA,Simon Wincer,Action,The Phantom,4.9,Billy Zane,Lee Falk,Flop
USA,Julian Schnabel,Biography,Basquiat,6.9,Jeffrey Wright,Lech Majewski,Average
USA,Edward Burns,Comedy,She's the One,6,Edward Burns,Edward Burns,Average
USA,David Hogan,Action,Barb Wire,3.2,Pamela Anderson,Chris Warner,Flop
USA,Matthew Bright,Comedy,Freeway,6.9,Reese Witherspoon,Matthew Bright,Average
USA,Rick Friedberg,Comedy,Spy Hard,5.3,Leslie Nielsen,Jason Friedberg,Flop
USA,David Koepp,Drama,The Trigger Effect,5.7,Kyle MacLachlan,James Burke,Flop
USA,Jean-Claude Van Damme,Action,The Quest,5.5,Jean-Claude Van Damme,Frank Dux,Flop
USA,Tony Scott,Action,The Fan,5.8,Robert De Niro,Peter Abrahams,Flop
USA,Gilbert Adler,Comedy,Bordello of Blood,5.3,Dennis Miller,William M. Gaines,Flop
USA,Christopher Guest,Comedy,Waiting for Guffman,7.6,Christopher Guest,Christopher Guest,Hit
USA,Carroll Ballard,Adventure,Fly Away Home,6.8,Jeff Daniels,Bill Lishman,Average
USA,Ridley Scott,Adventure,White Squall,6.6,Jeff Bridges,Charles Gieg Jr.,Average
USA,Brian Henson,Action,Muppet Treasure Island,6.9,Tim Curry,Robert Louis Stevenson,Average
USA,Annette Haywood-Carter,Drama,Foxfire,6.2,Hedy Burress,Joyce Carol Oates,Average
USA,John Sayles,Drama,Lone Star,7.5,Chris Cooper,John Sayles,Hit
USA,Paul Michael Glaser,Comedy,Kazaam,2.8,Shaquille O'Neal,Paul Michael Glaser,Flop
USA,John Schlesinger,Crime,Eye for an Eye,6.1,Sally Field,Erika Holzer,Average
USA,Tim Pope,Action,The Crow: City of Angels,4.5,Vincent Perez,James O'Barr,Flop
USA,Ernest R. Dickerson,Action,Bulletproof,5.8,Damon Wayans,Joe Gayton,Flop
USA,Rob Reiner,Drama,Ghosts of Mississippi,6.7,Alec Baldwin,Lewis Colick,Average
USA,Penelope Spheeris,Comedy,Black Sheep,6.2,Chris Farley,Fred Wolf,Average
USA,Andrew Davis,Action,Chain Reaction,5.6,Keanu Reeves,Arne Schmidt,Flop
USA,Lee Tamahori,Crime,Mulholland Falls,6.2,Nick Nolte,Peter Dexter,Average
USA,John Gray,Action,The Glimmer Man,5.3,Steven Seagal,Kevin Brodbin,Flop
USA,Ken Kwapis,Comedy,Dunston Checks In,5.3,Jason Alexander,John Hopkins,Flop
USA,Barbra Streisand,Comedy,The Mirror Has Two Faces,6.5,Barbra Streisand,AndrÃ© Cayatte,Average
USA,Michael Lehmann,Comedy,The Truth About Cats & Dogs,6.3,Uma Thurman,Audrey Wells,Average
USA,Arlene Sanford,Comedy,A Very Brady Sequel,5.6,Shelley Long,Sherwood Schwartz,Flop
USA,Jon Avnet,Drama,Up Close & Personal,6.1,Robert Redford,Joan Didion,Average
USA,David R. Ellis,Adventure,Homeward Bound II: Lost in San Francisco,5.9,Michael J. Fox,Chris Hauty,Flop
USA,Alan Shapiro,Family,Flipper,5.2,Paul Hogan,Ricou Browning,Flop
USA,Penny Marshall,Comedy,The Preacher's Wife,5.5,Denzel Washington,Robert Nathan,Flop
USA,Robert Harling,Comedy,The Evening Star,5.8,Shirley MacLaine,Larry McMurtry,Flop
USA,Richard Linklater,Drama,SubUrbia,6.8,Giovanni Ribisi,Eric Bogosian,Average
USA,Harry Winer,Comedy,House Arrest,5.7,Jamie Lee Curtis,Michael Hitchcock,Flop
USA,Mike Judge,Animation,Beavis and Butt-Head Do America,6.8,Mike Judge,Mike Judge,Average
USA,John Payson,Comedy,Joe's Apartment,5.4,Jerry O'Connell,John Payson,Flop
USA,Eric Red,Horror,Bad Moon,5.7,Mariel Hemingway,Wayne Smith,Flop
USA,Bronwen Hughes,Comedy,Harriet the Spy,5.9,Michelle Trachtenberg,Louise Fitzhugh,Flop
USA,Albert Brooks,Comedy,Mother,6.9,Albert Brooks,Albert Brooks,Average
USA,Robert Mandel,Action,The Substitute,5.9,Tom Berenger,Roy Frumkes,Flop
USA,Martin Lawrence,Comedy,A Thin Line Between Love and Hate,5.7,Martin Lawrence,Martin Lawrence,Flop
USA,David O. Russell,Comedy,Flirting with Disaster,6.8,Ben Stiller,David O. Russell,Average
USA,Brian Gibson,Drama,The Juror,5.6,Demi Moore,George Dawes Green,Flop
USA,Jonathan Lynn,Comedy,Sgt. Bilko,5.7,Steve Martin,Nat Hiken,Flop
USA,Steven Baigelman,Comedy,Feeling Minnesota,5.4,Keanu Reeves,Steven Baigelman,Flop
USA,Ringo Lam,Action,Maximum Risk,5.4,Jean-Claude Van Damme,Larry Ferguson,Flop
USA,Howard Franklin,Comedy,Larger Than Life,5.6,Bill Murray,Roy Blount Jr.,Flop
USA,Peter Segal,Adventure,My Fellow Americans,6.5,Jack Lemmon,E. Jack Kaplan,Average
USA,Michael Goldenberg,Romance,Bed of Roses,6.1,Christian Slater,Michael Goldenberg,Average
USA,Jeremiah S. Chechik,Drama,Diabolique,5.3,Sharon Stone,Pierre Boileau,Flop
USA,Stephen Frears,Drama,Mary Reilly,5.8,Julia Roberts,Valerie Martin,Flop
USA,Matt Reeves,Comedy,The Pallbearer,5,David Schwimmer,Jason Katims,Flop
USA,Michael Apted,Crime,Extreme Measures,6.1,Hugh Grant,Michael Palmer,Average
USA,Richard Attenborough,Biography,In Love and War,6,Sandra Bullock,Henry S. Villard,Average
USA,Steve Buscemi,Comedy,Trees Lounge,7.2,Steve Buscemi,Steve Buscemi,Hit
USA,Alexander Payne,Comedy,Citizen Ruth,7,Laura Dern,Alexander Payne,Hit
USA,Barbet Schroeder,Crime,Before and After,6.1,Meryl Streep,Rosellen Brown,Average
USA,Dale Rosenbloom,Drama,Shiloh,6.4,Blake Heron,Phyllis Reynolds Naylor,Average
USA,Reginald Hudlin,Comedy,The Great White Hype,5.4,Samuel L. Jackson,Tony Hendra,Flop
USA,Bill CouturiÃ©,Comedy,Ed,2.6,Matt LeBlanc,Ken Richards,Flop
USA,David Mickey Evans,Family,First Kid,5.2,Sinbad,Tim Kelleher,Flop
USA,John Dahl,Drama,Unforgettable,6,Ray Liotta,Bill Geddie,Average
USA,Sidney Lumet,Crime,Night Falls on Manhattan,6.6,Andy Garcia,Robert Daley,Average
USA,James Foley,Crime,The Chamber,6,Chris O'Donnell,John Grisham,Average
USA,Farhad Mann,Action,Lawnmower Man 2: Beyond Cyberspace,2.4,Patrick Bergin,Farhad Mann,Flop
USA,Hart Bochner,Comedy,High School High,5.5,Jon Lovitz,David Zucker,Flop
USA,Harold Becker,Drama,City Hall,6.2,Al Pacino,Ken Lipper,Average
USA,Nick Castle,Comedy,Mr. Wrong,3.8,Ellen DeGeneres,Chris Matheson,Flop
USA,Fraser C. Heston,Adventure,Alaska,5.7,Thora Birch,Andy Burg,Flop
USA,Pen Densham,Drama,Moll Flanders,6.5,Robin Wright,Daniel Defoe,Average
USA,Kevin Hooks,Action,Fled,5.3,Laurence Fishburne,Preston A. Whitmore II,Flop
USA,Michael Pressman,Drama,To Gillian on Her 37th Birthday,5.8,Peter Gallagher,Michael Brady,Flop
USA,Abel Ferrara,Crime,The Funeral,6.6,Christopher Walken,Nicholas St. John,Average
USA,Spike Lee,Comedy,Girl 6,5,Theresa Randle,Suzan-Lori Parks,Flop
USA,Reb Braddock,Comedy,Curdled,5.9,William Baldwin,Reb Braddock,Flop
USA,Bob Rafelson,Crime,Blood and Wine,6.1,Jack Nicholson,Nick Villiers,Average
USA,Phil Joanou,Drama,Heaven's Prisoners,5.7,Alec Baldwin,James Lee Burke,Flop
USA,Donald Petrie,Comedy,The Associate,6.1,Whoopi Goldberg,Jenaro Prieto,Average
USA,Steve Rash,Comedy,Eddie,5.1,Whoopi Goldberg,Steve Zacharias,Flop
USA,Larry Bishop,Comedy,Mad Dog Time,5.5,Ellen Barkin,Larry Bishop,Flop
USA,Stacy Cochran,Mystery,Boys,4.8,Winona Ryder,Stacy Cochran,Flop
USA,Richard Benjamin,Comedy,Mrs. Winterbourne,6.2,Shirley MacLaine,Cornell Woolrich,Average
USA,Michael Cimino,Crime,The Sunchaser,6.2,Woody Harrelson,Charles Leavitt,Average
USA,Larry Leker,Animation,All Dogs Go to Heaven 2,5.5,Charlie Sheen,Mark Young,Flop
USA,Kevin Spacey,Crime,Albino Alligator,6.1,Matt Dillon,Christian Forte,Average
USA,John Murlowski,Comedy,Santa with Muscles,2.4,Hulk Hogan,Jonathan Bond,Flop
USA,Lisa Krueger,Comedy,Manny & Lo,6.7,Scarlett Johansson,Lisa Krueger,Average
USA,Arthur Hiller,Comedy,Carpool,4.9,Tom Arnold,Don Rhymer,Flop
USA,Keith Gordon,Drama,Mother Night,7.2,Nick Nolte,Kurt Vonnegut Jr.,Hit
USA,Bill Bennett,Comedy,Two If by Sea,5.2,Sandra Bullock,Denis Leary,Flop
USA,Alan Mehrez,Action,Bloodsport 2,4.8,Daniel Bernhardt,Jeff Schechter,Flop
USA,James Ivory,Biography,Surviving Picasso,6.4,Anthony Hopkins,Arianna Huffington,Average
USA,Charles T. Kanganis,Adventure,Race the Sun,5.3,Halle Berry,Barry Morrow,Flop
USA,Randal Kleiser,Drama,It's My Party,7.1,Eric Roberts,Randal Kleiser,Hit
USA,Amy Holden Jones,Thriller,The Rich Man's Wife,5.2,Halle Berry,Amy Holden Jones,Flop
USA,Bruno Barreto,Drama,Carried Away,6.4,Dennis Hopper,Jim Harrison,Average
USA,Norman Jewison,Comedy,Bogus,5.3,Whoopi Goldberg,Jeff Rothberg,Flop
USA,Doug Ellin,Comedy,Phat Beach,3.9,Jermaine 'Huggy' Hopkins,Cleveland O'Neal III,Flop
USA,Emilio Estevez,Drama,The War at Home,7.1,Emilio Estevez,James Duff,Hit
USA,Robert M. Young,Drama,Caught,6.8,Edward James Olmos,Edward Pomerantz,Average
USA,Jim Wilson,Comedy,Head Above Water,6,Harvey Keitel,Eirik Ildahl,Average
USA,Joseph Bologna,Comedy,Love Is All There Is,5.1,Lainie Kazan,Gabriel Bologna,Flop
USA,Tom DeCerchio,Comedy,Celtic Pride,5.2,Damon Wayans,Judd Apatow,Flop
USA,Eric Schaeffer,Comedy,If Lucy Fell,4.9,Sarah Jessica Parker,Eric Schaeffer,Flop
USA,Bruce Beresford,Drama,Last Dance,5.8,Sharon Stone,Steven Haft,Flop
USA,Lee David Zlotoff,Drama,The Spitfire Grill,6.9,Alison Elliott,Lee David Zlotoff,Average
USA,Jim Mallon,Comedy,Mystery Science Theater 3000: The Movie,7.4,Trace Beaulieu,Michael J. Nelson,Hit
USA,James Cameron,Drama,Titanic,7.8,Leonardo DiCaprio,James Cameron,Hit
USA,Gus Van Sant,Drama,Good Will Hunting,8.3,Robin Williams,Matt Damon,Hit
USA,Kevin Costner,Action,The Postman,6,Kevin Costner,David Brin,Average
USA,Ron Clements,Animation,Hercules,7.2,Tate Donovan,Ron Clements,Hit
USA,Paul Verhoeven,Action,Starship Troopers,7.2,Casper Van Dien,Edward Neumeier,Hit
USA,Robert Zemeckis,Drama,Contact,7.4,Jodie Foster,James V. Hart,Hit
